record_id,title,authors,year,journal,language,study_design,population,outcome,time_anchor,doi,pmid,pmcid,arxiv_id,landing_url,source_databases,retrieved_at,screening_status,exclusion_reason,evidence_stream,relevance_score,quality_grade,verification_status,core25_flag,fulltext40_flag,first15_flag,legacy_seed_flag
R075,Development of a dynamic prediction model for unplanned ICU admission and mortality in hospitalized patients.,Placido D; Thorsen-Meyer HC; Kaas-Hansen BS; Reguant R; Brunak S,2023,PLOS digital health,English,prediction model development/validation,longitudinal EHR/ICU cohorts or prediction-methodology examples,dynamic clinical deterioration/event prediction and leakage-safe longitudinal modeling,repeated landmark/update times during hospitalization,10.1371/journal.pdig.0000116,37294826,PMC10256150,,https://doi.org/10.1371/journal.pdig.0000116,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,landmark_dynamic_EHR_leakage,6,B,verified_T1_dual,false,false,false,false
R076,Generalizable calibrated machine learning models for real-time atrial fibrillation risk prediction in ICU patients.,Verhaeghe J; De Corte T; Sauer CM; Hendriks T; Thijssens OWM; Ongenae F; Elbers P; De Waele J; Van Hoecke S,2023,International journal of medical informatics,English,prediction model development/validation,longitudinal EHR/ICU cohorts or prediction-methodology examples,dynamic clinical deterioration/event prediction and leakage-safe longitudinal modeling,repeated landmark/update times during hospitalization,10.1016/j.ijmedinf.2023.105086,37148868,,,https://doi.org/10.1016/j.ijmedinf.2023.105086,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,landmark_dynamic_EHR_leakage,6,B,verified_T1_dual,false,false,false,false
R077,Development and Validation of Machine Learning Models for Real-Time Mortality Prediction in Critically Ill Patients With Sepsis-Associated Acute Kidney Injury.,Luo XQ; Yan P; Duan SB; Kang YX; Deng YH; Liu Q; Wu T; Wu X,2022,Frontiers in medicine,English,retrospective cohort,longitudinal EHR/ICU cohorts or prediction-methodology examples,dynamic clinical deterioration/event prediction and leakage-safe longitudinal modeling,repeated landmark/update times during hospitalization,10.3389/fmed.2022.853102,35783603,PMC9240603,,https://doi.org/10.3389/fmed.2022.853102,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,landmark_dynamic_EHR_leakage,6,B,verified_T1_dual,false,false,false,false
R078,A Machine-Learning Approach for Dynamic Prediction of Sepsis-Induced Coagulopathy in Critically Ill Patients With Sepsis.,Zhao QY; Liu LP; Luo JC; Luo YW; Wang H; Zhang YJ; Gui R; Tu GW; Luo Z,2020,Frontiers in medicine,English,prediction model development/validation,longitudinal EHR/ICU cohorts or prediction-methodology examples,dynamic clinical deterioration/event prediction and leakage-safe longitudinal modeling,repeated landmark/update times during hospitalization,10.3389/fmed.2020.637434,33553224,PMC7859637,,https://doi.org/10.3389/fmed.2020.637434,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,landmark_dynamic_EHR_leakage,6,B,verified_T1_dual,false,false,false,false
R079,Development and Validation of a Dynamic Real-Time Risk Prediction Model for Intensive Care Units Patients Based on Longitudinal Irregular Data: Multicenter Retrospective Study.,Zheng Z; Luo J; Zhu Y; Du L; Lan L; Zhou X; Yang X; Huang S,2025,Journal of medical Internet research,English,prospective cohort,longitudinal EHR/ICU cohorts or prediction-methodology examples,dynamic clinical deterioration/event prediction and leakage-safe longitudinal modeling,repeated landmark/update times during hospitalization,10.2196/69293,40266658,PMC12059492,,https://doi.org/10.2196/69293,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,landmark_dynamic_EHR_leakage,6,B,verified_T1_dual,false,false,false,false
R080,Unlocking the potential of real-time ICU mortality prediction: redefining risk assessment with continuous data recovery.,Xie P; Hu Y; Li J; Ma Y; Xiao J,2025,NPJ digital medicine,English,prediction model development/validation,longitudinal EHR/ICU cohorts or prediction-methodology examples,dynamic clinical deterioration/event prediction and leakage-safe longitudinal modeling,repeated landmark/update times during hospitalization,10.1038/s41746-025-02114-y,41315868,PMC12663134,,https://doi.org/10.1038/s41746-025-02114-y,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,landmark_dynamic_EHR_leakage,6,B,verified_T1_dual,false,false,false,false
R081,Leakage and the reproducibility crisis in machine-learning-based science,"Kapoor, Sayash; Narayanan, Arvind",2023,Patterns,English,methodological study,longitudinal EHR/ICU cohorts or prediction-methodology examples,dynamic clinical deterioration/event prediction and leakage-safe longitudinal modeling,explicit/repeated landmark using only information available by prediction time,10.1016/j.patter.2023.100804,37720327,PMC10499856,,https://doi.org/10.1016/j.patter.2023.100804,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,provisional_core25,,landmark_dynamic_EHR_leakage,9,A-,verified_T1_dual,true,true,false,false
R082,Dynamic Prediction by Landmarking in Event History Analysis,"VAN HOUWELINGEN, HANS C.",2007,Scandinavian Journal of Statistics,English,prediction-model study,longitudinal EHR/ICU cohorts or prediction-methodology examples,dynamic clinical deterioration/event prediction and leakage-safe longitudinal modeling,repeated landmark/update times during hospitalization,10.1111/j.1467-9469.2006.00529.x,,,,https://doi.org/10.1111/j.1467-9469.2006.00529.x,Crossref,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,landmark_dynamic_EHR_leakage,6,C+,verified_crossref_T1,false,false,false,false
R083,TRIPOD+AI statement: updated guidance for reporting clinical prediction models that use regression or machine learning methods.,Collins GS; Moons KGM; Dhiman P; Riley RD; Beam AL; Van Calster B; Ghassemi M; Liu X; Reitsma JB; van Smeden M; Boulesteix AL; Camaradou JC; Celi LA; Denaxas S; Denniston AK; Glocker B; Golub RM; Harvey H; Heinze G; Hoffman MM; Kengne AP; Lam E; Lee N; Loder EW; Maier-Hein L; Mateen BA; McCradden MD; Oakden-Rayner L; Ordish J; Parnell R; Rose S; Singh K; Wynants L; Logullo P,2024,BMJ (Clinical research ed.),English,reporting guideline,clinical prediction model studies (methodological/reporting domain),"reporting quality, risk of bias, calibration, or external-validation validity",not applicable—methodological/reporting source,10.1136/bmj-2023-078378,38626948,PMC11019967,,https://doi.org/10.1136/bmj-2023-078378,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,provisional_core25,,reporting_bias_calibration_validation,10,A,verified_T1_dual,true,true,true,true
R084,"PROBAST+AI: an updated quality, risk of bias, and applicability assessment tool for prediction models using regression or artificial intelligence methods","Moons, Karel G M; Damen, Johanna A A; Kaul, Tabea; Hooft, Lotty; Andaur Navarro, Constanza; Dhiman, Paula; Beam, Andrew L; Van Calster, Ben; Celi, Leo Anthony; Denaxas, Spiros; Denniston, Alastair K; Ghassemi, Marzyeh; Heinze, Georg; Kengne, André Pascal; Maier-Hein, Lena; Liu, Xiaoxuan; Logullo, Patricia; McCradden, Melissa D; Liu, Nan; Oakden-Rayner, Lauren; Singh, Karandeep; Ting, Daniel S; Wynants, Laure; Yang, Bada; Reitsma, Johannes B; Riley, Richard D; Collins, Gary S; van Smeden, Maarten",2025,BMJ,English,risk-of-bias tool/methodology,clinical prediction model studies (methodological/reporting domain),"reporting quality, risk of bias, calibration, or external-validation validity",not applicable—methodological/reporting source,10.1136/bmj-2024-082505,40127903,PMC11931409,,https://doi.org/10.1136/bmj-2024-082505,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,provisional_core25,,reporting_bias_calibration_validation,10,A,verified_T1_dual,true,true,true,true
R085,Transparent reporting of a multivariable prediction model for individual prognosis or diagnosis (TRIPOD): the TRIPOD statement.,Collins GS; Reitsma JB; Altman DG; Moons KG,2015,BMJ (Clinical research ed.),English,narrative/scoping review,clinical prediction model studies (methodological/reporting domain),"reporting quality, risk of bias, calibration, or external-validation validity",not applicable—methodological/reporting source,10.1136/bmj.g7594,25569120,,,https://doi.org/10.1136/bmj.g7594,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,reporting_bias_calibration_validation,6,B,verified_T1_dual,false,false,false,false
R086,Transparent Reporting of a multivariable prediction model for Individual Prognosis or Diagnosis (TRIPOD): explanation and elaboration.,Moons KG; Altman DG; Reitsma JB; Ioannidis JP; Macaskill P; Steyerberg EW; Vickers AJ; Ransohoff DF; Collins GS,2015,Annals of internal medicine,English,systematic review,clinical prediction model studies (methodological/reporting domain),"reporting quality, risk of bias, calibration, or external-validation validity",not applicable—methodological/reporting source,10.7326/m14-0698,25560730,,,https://doi.org/10.7326/m14-0698,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,reporting_bias_calibration_validation,6,A,verified_T1_dual,false,false,false,false
R087,PROBAST: A Tool to Assess the Risk of Bias and Applicability of Prediction Model Studies.,Wolff RF; Moons KGM; Riley RD; Whiting PF; Westwood M; Collins GS; Reitsma JB; Kleijnen J; Mallett S; PROBAST Group†,2019,Annals of internal medicine,English,systematic review,clinical prediction model studies (methodological/reporting domain),"reporting quality, risk of bias, calibration, or external-validation validity",not applicable—methodological/reporting source,10.7326/m18-1376,30596875,,,https://doi.org/10.7326/m18-1376,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,reporting_bias_calibration_validation,6,A,verified_T1_dual,false,false,false,false
R088,PROBAST: A Tool to Assess Risk of Bias and Applicability of Prediction Model Studies: Explanation and Elaboration.,Moons KGM; Wolff RF; Riley RD; Whiting PF; Westwood M; Collins GS; Reitsma JB; Kleijnen J; Mallett S,2019,Annals of internal medicine,English,systematic review,clinical prediction model studies (methodological/reporting domain),"reporting quality, risk of bias, calibration, or external-validation validity",not applicable—methodological/reporting source,10.7326/m18-1377,30596876,,,https://doi.org/10.7326/m18-1377,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,reporting_bias_calibration_validation,6,A,verified_T1_dual,false,false,false,false
R089,Minimum sample size for external validation of a clinical prediction model with a binary outcome.,Riley RD; Debray TPA; Collins GS; Archer L; Ensor J; van Smeden M; Snell KIE,2021,Statistics in medicine,English,prediction model development/validation,clinical prediction model studies (methodological/reporting domain),"reporting quality, risk of bias, calibration, or external-validation validity",not applicable—methodological/reporting source,10.1002/sim.9025,34031906,,,https://doi.org/10.1002/sim.9025,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,fulltext40_priority,,reporting_bias_calibration_validation,8,A-,verified_T1_dual,false,true,false,false
R090,Evaluation of clinical prediction models (part 3): calculating the sample size required for an external validation study.,Riley RD; Snell KIE; Archer L; Ensor J; Debray TPA; van Calster B; van Smeden M; Collins GS,2024,BMJ (Clinical research ed.),English,prediction model development/validation,clinical prediction model studies (methodological/reporting domain),"reporting quality, risk of bias, calibration, or external-validation validity",not applicable—methodological/reporting source,10.1136/bmj-2023-074821,38253388,PMC11778934,,https://doi.org/10.1136/bmj-2023-074821,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,reporting_bias_calibration_validation,6,A-,verified_T1_dual,false,false,false,false
R091,External validation of clinical prediction models: simulation-based sample size calculations were more reliable than rules-of-thumb.,Snell KIE; Archer L; Ensor J; Bonnett LJ; Debray TPA; Phillips B; Collins GS; Riley RD,2021,Journal of clinical epidemiology,English,prediction model development/validation,clinical prediction model studies (methodological/reporting domain),"reporting quality, risk of bias, calibration, or external-validation validity",not applicable—methodological/reporting source,10.1016/j.jclinepi.2021.02.011,33596458,PMC8352630,,https://doi.org/10.1016/j.jclinepi.2021.02.011,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,reporting_bias_calibration_validation,6,A-,verified_T1_dual,false,false,false,false
R092,External validation of multivariable prediction models: a systematic review of methodological conduct and reporting.,Collins GS; de Groot JA; Dutton S; Omar O; Shanyinde M; Tajar A; Voysey M; Wharton R; Yu LM; Moons KG; Altman DG,2014,BMC medical research methodology,English,systematic review,clinical prediction model studies (methodological/reporting domain),"reporting quality, risk of bias, calibration, or external-validation validity",not applicable—methodological/reporting source,10.1186/1471-2288-14-40,24645774,PMC3999945,,https://doi.org/10.1186/1471-2288-14-40,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,reporting_bias_calibration_validation,6,A,verified_T1_dual,false,false,false,false
R093,Calibration: the Achilles heel of predictive analytics.,Van Calster B; McLernon DJ; van Smeden M; Wynants L; Steyerberg EW; Topic Group ‘Evaluating diagnostic tests and prediction models’ of the STRATOS initiative,2019,BMC medicine,English,prediction model development/validation,clinical prediction model studies (methodological/reporting domain),"reporting quality, risk of bias, calibration, or external-validation validity",not applicable—methodological/reporting source,10.1186/s12916-019-1466-7,31842878,PMC6912996,,https://doi.org/10.1186/s12916-019-1466-7,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,fulltext40_priority,,reporting_bias_calibration_validation,8,B,verified_T1_dual,false,true,false,false
R094,A calibration hierarchy for risk models was defined: from utopia to empirical data,"Van Calster, Ben; Nieboer, Daan; Vergouwe, Yvonne; De Cock, Bavo; Pencina, Michael J.; Steyerberg, Ewout W.",2016,Journal of Clinical Epidemiology,English,prediction model development/validation,clinical prediction model studies (methodological/reporting domain),"reporting quality, risk of bias, calibration, or external-validation validity",not applicable—methodological/reporting source,10.1016/j.jclinepi.2015.12.005,26772608,,,https://doi.org/10.1016/j.jclinepi.2015.12.005,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,reporting_bias_calibration_validation,6,B,verified_T1_dual,false,false,false,false
R095,"MIMIC-IV, a freely accessible electronic health record dataset","Johnson, Alistair E. W.; Bulgarelli, Lucas; Shen, Lu; Gayles, Alvin; Shammout, Ayad; Horng, Steven; Pollard, Tom J.; Hao, Sicheng; Moody, Benjamin; Gow, Brian; Lehman, Li-wei H.; Celi, Leo A.; Mark, Roger G.",2023,Scientific Data,English,clinical observational/methodological article,"MIMIC and/or multicenter ICU cohorts, including cross-country external validation examples","model generalizability, transportability, dataset shift, or external validation",development-dataset index time and independent external-validation index time,10.1038/s41597-022-01899-x,36596836,PMC9810617,,https://doi.org/10.1038/s41597-022-01899-x,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,fulltext40_priority,,MIMIC_external_transportability_China,8,B-,verified_T1_dual,false,true,false,false
R096,"Peeking into a black box, the fairness and generalizability of a MIMIC-III benchmarking model.",Röösli E; Bozkurt S; Hernandez-Boussard T,2022,Scientific data,English,prediction model development/validation,"MIMIC and/or multicenter ICU cohorts, including cross-country external validation examples","model generalizability, transportability, dataset shift, or external validation",development-dataset index time and independent external-validation index time,10.1038/s41597-021-01110-7,35075160,PMC8786878,,https://doi.org/10.1038/s41597-021-01110-7,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,MIMIC_external_transportability_China,6,B,verified_T1_dual,false,false,false,false
R097,Transportability of bacterial infection prediction models for critically ill patients.,Eickelberg G; Sanchez-Pinto LN; Kline AS; Luo Y,2023,Journal of the American Medical Informatics Association : JAMIA,English,prediction model development/validation,"MIMIC and/or multicenter ICU cohorts, including cross-country external validation examples","model generalizability, transportability, dataset shift, or external validation",development-dataset index time and independent external-validation index time,10.1093/jamia/ocad174,37647884,PMC10746321,,https://doi.org/10.1093/jamia/ocad174,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,MIMIC_external_transportability_China,6,B,verified_T1_dual,false,false,false,false
R098,Transferability and interpretability of the sepsis prediction models in the intensive care unit.,Chen Q; Li R; Lin C; Lai C; Chen D; Qu H; Huang Y; Lu W; Tang Y; Li L,2022,BMC medical informatics and decision making,English,retrospective cohort,"MIMIC and/or multicenter ICU cohorts, including cross-country external validation examples","model generalizability, transportability, dataset shift, or external validation",development-dataset index time and independent external-validation index time,10.1186/s12911-022-02090-3,36581881,PMC9798724,,https://doi.org/10.1186/s12911-022-02090-3,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,MIMIC_external_transportability_China,6,B,verified_T1_dual,false,false,false,false
R099,Development and external validation of a machine learning model for predicting in-hospital mortality in ICU patients with diabetic kidney disease: a study utilizing the MIMIC database and a Chinese cohort.,Han Y; Mao R; Xiong C; Wang Y; Li L; Wang H,2026,Frontiers in endocrinology,English,retrospective cohort,"MIMIC and/or multicenter ICU cohorts, including cross-country external validation examples","model generalizability, transportability, dataset shift, or external validation",development-dataset index time and independent external-validation index time,10.3389/fendo.2026.1699647,41837124,PMC12982039,,https://doi.org/10.3389/fendo.2026.1699647,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,MIMIC_external_transportability_China,6,A-,verified_T1_dual,false,false,false,false
R100,Development and validation of a machine learning model to predict 30-day mortality in ischemic stroke patients with consciousness impairment: Insights from MIMIC-IV database and multicenter ICU data in China.,Cheng Y; Guo Y; Zhao Y; Wang C; Zhao X; Yu Q; Huang J; Zhang Y; Zhang J; Liu X; Cai P; Zhang C; Wu B; Guo Y,2026,International journal of medical informatics,English,prediction model development/validation,"MIMIC and/or multicenter ICU cohorts, including cross-country external validation examples","model generalizability, transportability, dataset shift, or external validation",development-dataset index time and independent external-validation index time,10.1016/j.ijmedinf.2025.106203,41297432,,,https://doi.org/10.1016/j.ijmedinf.2025.106203,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,MIMIC_external_transportability_China,6,B,verified_T1_dual,false,false,false,false
