pool_record_key,title,year,doi,pmid,query_ids,screening_stage,exclusion_reason
doi:10.7717/peerj.15678/fig-3,"Figure 3: The ROC, calibration curves, and Brier scores for the prediction model and internal validation.",2023,10.7717/peerj.15678/fig-3,,CR5_prediction_methods,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1055/s-0043-1762551,First Ultrasound-Assisted Thrombolysis for Pulmonary Embolism after Lung Surgery.,2023,10.1055/s-0043-1762551,36895517,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,insufficient_topic_relevance
doi:10.15420/ecr.2022.54,Fulminant Myocarditis: When One Size Does Not Fit All - A Critical Review of the Literature.,2023,10.15420/ecr.2022.54,37405349,Q2_AHF_to_CS,pass1_title_metadata,insufficient_topic_relevance
doi:10.1186/s12911-023-02279-0,A generalizable and interpretable model for mortality risk stratification of sepsis patients in intensive care unit.,2023,10.1186/s12911-023-02279-0,37715194,Q7_MIMIC_transportability,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.20407/fmj.2022-028,Geriatric nutritional risk index as readmission predictor in older adults with heart failure irrespective of ejection fraction.,2023,10.20407/fmj.2022-028,37554944,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.36628/ijhf.2023.0014,In-hospital Outcomes of Aspiration Pneumonia Hospitalizations With Acute Heart Failure: A Nationwide Analysis.,2023,10.36628/ijhf.2023.0014,37937201,Q2_AHF_to_CS,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1002/ejhf.2873,Hyponatraemia and changes in natraemia during hospitalization for acute heart failure and associations with in-hospital and long-term outcomes - from the ESC-HFA EORP Heart Failure Long-Term Registry.,2023,10.1002/ejhf.2873,37114294,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.3390/antibiotics12050925,Identifying Predictors Associated with Risk of Death or Admission to Intensive Care Unit in Internal Medicine Patients with Sepsis: A Comparison of Statistical Models and Machine Learning Algorithms.,2023,10.3390/antibiotics12050925,37237828,Q5_dynamic_EHR_landmark_leakage,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.7759/cureus.35878,Impact of Acute Coronary Syndrome on Clinical Outcomes in Patients With Thrombotic Thrombocytopenic Purpura.,2023,10.7759/cureus.35878,37033586,Q2_AHF_to_CS,pass1_title_metadata,insufficient_topic_relevance
doi:10.3760/cma.j.cn441217-20220608-00608,[Impact of different types of heart failure on long-term renal prognosis in patients with renal insufficiency and heart failure].,2023,10.3760/cma.j.cn441217-20220608-00608,36776008,Q8_Chinese_language,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.12998/wjcc.v11.i15.3511,Impact of heart failure on outcomes in patients with sepsis: A systematic review and meta-analysis.,2023,10.12998/wjcc.v11.i15.3511,37383893,Q3_HF_sepsis_mixed,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1186/s12933-023-02012-1,Impact of stress hyperglycemia ratio on mortality in patients with critical acute myocardial infarction: insight from american MIMIC-IV and the chinese CIN-II study.,2023,10.1186/s12933-023-02012-1,37865764,Q7_MIMIC_transportability,pass1_title_metadata,mortality_only_without_early_deterioration_focus
doi:10.3760/cma.j.cn112148-20230706-00396,[Impact of VA-ECMO combined with IABP and timing on outcome of patients with acute myocardial infarction complicated with cardiogenic shock].,2023,10.3760/cma.j.cn112148-20230706-00396,37583334,Q8_Chinese_language,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1016/j.jtcvs.2023.04.042,The importance of timing in postcardiotomy venoarterial extracorporeal membrane oxygenation: A descriptive multicenter observational study.,2023,10.1016/j.jtcvs.2023.04.042,37201778,Q2_AHF_to_CS,pass1_title_metadata,insufficient_topic_relevance
doi:10.1002/ehf2.14379,Improved mortality and haemodynamics with milrinone in cardiogenic shock due to acute decompensated heart failure.,2023,10.1002/ehf2.14379,37322827,Q2_AHF_to_CS,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1101/2023.06.20.23291680,Improving irregular temporal modeling by integrating synthetic data to the electronic medical record using conditional GANs: a case study of fluid overload prediction in the intensive care unit,2023,10.1101/2023.06.20.23291680,,CR4_dynamic_EHR,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.3724/zdxbyxb-2022-0502,Interaction of HSP70-2 gene polymorphism with body mass index and alcohol consumption on the prognosis of Uyghur patients with ischemic heart failure.,2023,10.3724/zdxbyxb-2022-0502,37283123,Q8_Chinese_language,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1016/j.aucc.2022.06.001,Internal and external validation of machine learning-assisted prediction models for mechanical ventilation-associated severe acute kidney injury.,2023,10.1016/j.aucc.2022.06.001,35842332,Q7_MIMIC_transportability,pass1_title_metadata,insufficient_topic_relevance
doi:10.1097/cce.0000000000000896,Internal Jugular Vein Cannulation in Prone Position.,2023,10.1097/cce.0000000000000896,37007902,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,insufficient_topic_relevance
doi:10.1016/j.jbi.2023.104502,"Introducing the BlendedICU dataset, the first harmonized, international intensive care dataset.",2023,10.1016/j.jbi.2023.104502,37769828,Q7_MIMIC_transportability,pass1_title_metadata,no_transportability_or_external_validation_focus
doi:10.3390/ijms24021325,Involvement of Vasopressin in Tissue Hypoperfusion during Cardiogenic Shock Complicating Acute Myocardial Infarction in Rats.,2023,10.3390/ijms24021325,36674841,Q2_AHF_to_CS,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1101/2023.03.27.23287771,Kidney Failure Prediction: Multicenter External Validation of KFRE Model in Patients with CKD Stages 3-4 in Peru,2023,10.1101/2023.03.27.23287771,,CR6_transportability,pass1_title_metadata,insufficient_topic_relevance
doi:10.1093/ckj/sfad031,Kidney function changes in acute heart failure: a practical approach to interpretation and management.,2023,10.1093/ckj/sfad031,37779845,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1007/s13755-023-00210-5,Knowledge and data-driven prediction of organ failure in critical care patients.,2023,10.1007/s13755-023-00210-5,36703901,Q7_MIMIC_transportability,pass1_title_metadata,no_transportability_or_external_validation_focus
doi:10.1016/j.amjcard.2023.09.046,Left Atrial Stiffness Index as a Predictor of Effort Intolerance and Hemodynamics Evaluated by Invasive Exercise Stress Testing in Degenerative Mitral Regurgitation.,2023,10.1016/j.amjcard.2023.09.046,37812868,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1016/j.amjmed.2023.05.015,Leveling Up: A Review of Machine Learning Models in the Cardiac ICU.,2023,10.1016/j.amjmed.2023.05.015,37343909,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,insufficient_topic_relevance
doi:10.1093/ejcts/ezac506,Long-term results of a stented bioprosthetic valve in the aortic position: structural valve deterioration and valve haemodynamic deterioration of bovine pericardial and porcine valves.,2023,10.1093/ejcts/ezac506,36282527,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,nonhuman_study
doi:10.1016/j.cardfail.2022.09.009,Longitudinal Changes in Circulating Ketone Body Levels in Patients With Acute Heart Failure: A Post Hoc Analysis of the EMPA-Response-AHF Trial.,2023,10.1016/j.cardfail.2022.09.009,36244653,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1007/s00134-022-06928-2,Machine-learning-derived sepsis bundle of care.,2023,10.1007/s00134-022-06928-2,36446854,Q7_MIMIC_transportability,pass1_title_metadata,no_transportability_or_external_validation_focus
doi:10.3390/brainsci13030495,Machine Learning Models to Forecast Outcomes of Pituitary Surgery: A Systematic Review in Quality of Reporting and Current Evidence.,2023,10.3390/brainsci13030495,36979305,Q6_prediction_reporting_validation,pass1_title_metadata,generic_prediction_methods_outside_scope
doi:10.1016/j.medine.2022.06.024,Machine-learning models for prediction of sepsis patients mortality.,2023,10.1016/j.medine.2022.06.024,36344339,Q7_MIMIC_transportability,pass1_title_metadata,no_transportability_or_external_validation_focus
doi:10.1093/ehjacc/zuad036.125,Machine learning prediction of in-hospital mortality and external validation in patients with cardiogenic shock: the RESCUE score,2023,10.1093/ehjacc/zuad036.125,,CR2_CS_early_warning,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1016/j.ijmedinf.2023.105049,"Machine learning prediction models and nomogram to predict the risk of in-hospital death for severe DKA: A clinical study based on MIMIC-IV, eICU databases, and a college hospital ICU.",2023,10.1016/j.ijmedinf.2023.105049,37001474,Q7_MIMIC_transportability,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.3171/2023.3.focus2386,Machine learning predictive models in neurosurgery: an appraisal based on the TRIPOD guidelines. Systematic review.,2023,10.3171/2023.3.focus2386,37283325,Q6_prediction_reporting_validation,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1111/acem.14618,Management of atrial flutter and atrial fibrillation with rapid ventricular response in patients with acute decompensated heart failure: A systematic review.,2023,10.1111/acem.14618,36326565,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1016/j.cnur.2023.05.008,Mechanical Circulatory Support Therapy in the Cardiac Intensive Care Unit.,2023,10.1016/j.cnur.2023.05.008,37536790,Q3_HF_sepsis_mixed,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.19540/j.cnki.cjcmm.20230419.501,"[Mechanism of ferroptosis in chronic heart failure based on theory of ""harmful hyperactivity and responding inhibition""].",2023,10.19540/j.cnki.cjcmm.20230419.501,37802820,Q8_Chinese_language,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1016/j.cpcardiol.2022.101245,Meta-analysis Comparing the Efficacy of Dobutamine Versus Milrinone in Acute Decompensated Heart Failure and Cardiogenic Shock.,2023,10.1016/j.cpcardiol.2022.101245,35545181,Q2_AHF_to_CS,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.59958/hsf.6439,Meta-Analysis of the Efficacy of Levosimendan in the Treatment of Severe Sepsis Complicated with Septic Cardiomyopathy.,2023,10.59958/hsf.6439,37920078,Q3_HF_sepsis_mixed,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1186/s13613-023-01130-z,Microcirculatory dysfunction in cardiogenic shock.,2023,10.1186/s13613-023-01130-z,37148451,Q3_HF_sepsis_mixed,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.3390/ijms242417429,Mid-Regional Pro-Adrenomedullin Can Predict Organ Failure and Prognosis in Sepsis?,2023,10.3390/ijms242417429,38139258,Q3_HF_sepsis_mixed,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1016/j.jbi.2023.104356,A Multidatabase ExTRaction PipEline (METRE) for facile cross validation in critical care research.,2023,10.1016/j.jbi.2023.104356,37023844,Q7_MIMIC_transportability,pass1_title_metadata,no_transportability_or_external_validation_focus
doi:10.1016/s2214-109x(23)00408-4,"Multimorbidity in patients with acute heart failure across world regions and country income levels (REPORT-HF): a prospective, multicentre, global cohort study.",2023,10.1016/s2214-109x(23)00408-4,37973338,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1038/s41591-023-02532-z,Natriuresis-guided diuretic therapy in acute heart failure: a pragmatic randomized trial.,2023,10.1038/s41591-023-02532-z,37640861,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1136/bmjopen-2023-072112,A nomogram for predicting hospital mortality of critical ill patients with sepsis and cancer: a retrospective cohort study based on MIMIC-IV and eICU-CRD.,2023,10.1136/bmjopen-2023-072112,37696627,Q7_MIMIC_transportability,pass1_title_metadata,unrelated_clinical_domain
doi:10.1210/clinem/dgad024,Nomogram for Predicting Intraoperative Hemodynamic Instability in Patients With Normotensive Pheochromocytoma.,2023,10.1210/clinem/dgad024,36655387,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1159/000529228,"Occurrence, Characteristics, and Outcome of Hypoxic Liver Injury among Patients Aged ≥90 Years Admitted to the Intensive Care Unit: A Retrospective Cohort Study.",2023,10.1159/000529228,36696884,Q3_HF_sepsis_mixed,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.3390/medicina59122113,The Optimal Management of Patients with Atrial Fibrillation and Acute Heart Failure in the Emergency Department.,2023,10.3390/medicina59122113,38138216,Q2_AHF_to_CS,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1016/j.radonc.2023.109629,Outcome prediction models incorporating clinical variables for Head and Neck Squamous cell Carcinoma: A systematic review of methodological conduct and risk of bias.,2023,10.1016/j.radonc.2023.109629,36934895,Q6_prediction_reporting_validation,pass1_title_metadata,unrelated_clinical_domain
doi:10.3390/nu15112612,"Parenteral Nutrition, Sepsis, Acute Heart Failure and Hepatotoxic Drugs Are Related to Liver Test Disturbances in Critically Ill Patients.",2023,10.3390/nu15112612,37299575,Q3_HF_sepsis_mixed,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.7499/j.issn.1008-8830.2306108,[Phenotype and genotype characteristics of children with cardiomyopathy associated with MYH7 gene mutation: a retrospective analysis].,2023,10.7499/j.issn.1008-8830.2306108,37990461,Q8_Chinese_language,pass1_title_metadata,ineligible_population_pediatric_or_pregnancy
doi:10.32614/cran.package.pmvalsampsize,pmvalsampsize: Sample Size for External Validation of a Prediction Model,2023,10.32614/cran.package.pmvalsampsize,,CR5_prediction_methods,pass1_title_metadata,insufficient_topic_relevance
doi:10.1016/j.jchf.2023.06.024,Precision Medicine in Cardiogenic Shock,2023,10.1016/j.jchf.2023.06.024,,CR2_CS_early_warning,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1186/s44158-023-00125-3,Predicting acute kidney injury with an artificial intelligence-driven model in a pediatric cardiac intensive care unit.,2023,10.1186/s44158-023-00125-3,37853430,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,ineligible_population_pediatric_or_pregnancy
doi:10.3390/jcm12237423,Predicting In-Hospital Acute Heart Failure Worsening in the Oldest Old: Insights from Point-of-Care Ultrasound.,2023,10.3390/jcm12237423,38068474,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1038/s41372-022-01591-3,Prediction of extubation failure among low birthweight neonates using machine learning.,2023,10.1038/s41372-022-01591-3,36611107,Q7_MIMIC_transportability,pass1_title_metadata,ineligible_population_pediatric_or_pregnancy
doi:10.1016/j.hrtlng.2023.05.010,A prediction model for assessing hypoglycemia risk in critically ill patients with sepsis.,2023,10.1016/j.hrtlng.2023.05.010,37302264,Q7_MIMIC_transportability,pass1_title_metadata,no_transportability_or_external_validation_focus
doi:10.3389/fendo.2023.1105062,Prediction model for gestational diabetes mellitus using the XG Boost machine learning algorithm.,2023,10.3389/fendo.2023.1105062,36967760,Q6_prediction_reporting_validation,pass1_title_metadata,insufficient_topic_relevance
doi:10.3389/fsurg.2023.992936,A prediction model for in-hospital mortality in intensive care unit patients with metastatic cancer.,2023,10.3389/fsurg.2023.992936,36793319,Q7_MIMIC_transportability,pass1_title_metadata,unrelated_clinical_domain
doi:10.13201/j.issn.2096-7993.2023.04.009,[Prediction model of recurrence after parathyroidectomy in secondary hyperparathyroidism].,2023,10.13201/j.issn.2096-7993.2023.04.009,36987959,Q6_prediction_reporting_validation,pass1_title_metadata,insufficient_topic_relevance
doi:10.1186/s43044-023-00342-9,The predictive value of precipitating factors on clinical outcomes in hospitalized patients with decompensated heart failure: insights from the Egyptian cohort in the European Society of Cardiology Heart Failure long-term registry.,2023,10.1186/s43044-023-00342-9,36884155,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.3760/cma.j.cn112150-20230216-00117,"[Prevalence, patterns and prognosis of multimorbidity among middle-aged and elderly inpatients with chronic obstructive pulmonary disease].",2023,10.3760/cma.j.cn112150-20230216-00117,37165816,Q8_Chinese_language,pass1_title_metadata,insufficient_topic_relevance
doi:10.1016/j.jchf.2022.11.018,Prevention Supersedes Prediction of Worsening Heart Failure,2023,10.1016/j.jchf.2022.11.018,,CR1_AHF_WHF,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1161/jaha.122.027231,Prognosis of Right Ventricular Systolic Dysfunction in Patients With Duchenne Muscular Dystrophy.,2023,10.1161/jaha.122.027231,37581390,Q2_AHF_to_CS,pass1_title_metadata,insufficient_topic_relevance
doi:10.1002/14651858.cd013606.pub2,"Prognostic models for predicting clinical disease progression, worsening and activity in people with multiple sclerosis.",2023,10.1002/14651858.cd013606.pub2,37681561,Q6_prediction_reporting_validation,pass1_title_metadata,generic_prediction_methods_outside_scope
doi:10.1002/cam4.5230,Prognostic nomogram in patients with epithelioid sarcoma: A SEER-based study.,2023,10.1002/cam4.5230,36073670,Q6_prediction_reporting_validation,pass1_title_metadata,generic_prediction_methods_outside_scope
doi:10.3390/jcm12041341,Prognostic Prediction Model for Glioblastoma: A Ferroptosis-Related Gene Prediction Model and Independent External Validation,2023,10.3390/jcm12041341,,CR6_transportability,pass1_title_metadata,insufficient_topic_relevance
doi:10.3760/cma.j.cn112137-20230220-00239,[The prognostic value of free triiodothyronine/free thyroxine ratio in patients hospitalized with heart failure].,2023,10.3760/cma.j.cn112137-20230220-00239,37302858,Q8_Chinese_language,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.3760/cma.j.cn112338-20230527-00336,[Progress in research of models for predicting the risk of readmission and mortality among patients with acute heart failure].,2023,10.3760/cma.j.cn112338-20230527-00336,38129161,Q8_Chinese_language,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1186/s11658-022-00415-8,Protection of melatonin treatment and combination with traditional antibiotics against septic myocardial injury.,2023,10.1186/s11658-022-00415-8,37101253,Q3_HF_sepsis_mixed,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1016/j.cardfail.2023.05.001,Pulmonary Artery Catheter Use and Risk of In-hospital Death in Heart Failure Cardiogenic Shock.,2023,10.1016/j.cardfail.2023.05.001,37187230,Q2_AHF_to_CS,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1002/ejhf.2767,Quantifying inflammation using interleukin-6 for improved phenotyping and risk stratification in acute heart failure.,2023,10.1002/ejhf.2767,36597828,Q2_AHF_to_CS,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.52964/amja.0936,Real-world characteristics and outcomes of patients with intermediate high risk acute pulmonary embolism.,2023,10.52964/amja.0936,37306130,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,insufficient_topic_relevance
doi:10.1111/aogs.14475,Reporting and risk of bias of prediction models based on machine learning methods in preterm birth: A systematic review.,2023,10.1111/aogs.14475,36397723,Q6_prediction_reporting_validation,pass1_title_metadata,insufficient_topic_relevance
doi:10.19540/j.cnki.cjcmm.20221115.402,[Research progress of histone acetylation in prevention and treatment of heart failure and new ideas based on traditional Chinese medicine].,2023,10.19540/j.cnki.cjcmm.20221115.402,37282891,Q8_Chinese_language,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.12122/j.issn.1673-4254.2023.03.09,[Resting heart rate correlates with major adverse cardiovascular and cerebrovascular events in patients with post-myocardial infarction ventricular aneurysms: a retrospective cohort study].,2023,10.12122/j.issn.1673-4254.2023.03.09,37087584,Q8_Chinese_language,pass1_title_metadata,insufficient_topic_relevance
doi:10.1111/jce.15817,Risk factors associated with higher mortality in patients with cardiac implantable electronic device infection.,2023,10.1111/jce.15817,36640427,Q3_HF_sepsis_mixed,pass1_title_metadata,insufficient_topic_relevance
doi:10.12200/j.issn.1003-0034.2023.12.002,[Risk factors and prognosis of preoperative herat failure after hip fracture].,2023,10.12200/j.issn.1003-0034.2023.12.002,38130217,Q8_Chinese_language,pass1_title_metadata,nonhuman_study
doi:10.1038/s41598-023-29364-8,Risk of mortality in COVID-19 patients: a meta- and network analysis.,2023,10.1038/s41598-023-29364-8,36747045,Q3_HF_sepsis_mixed,pass1_title_metadata,insufficient_topic_relevance
doi:10.1001/jamanetworkopen.2023.0569,Risk Prediction Models for Cardiotoxicity of Chemotherapy Among Patients With Breast Cancer: A Systematic Review.,2023,10.1001/jamanetworkopen.2023.0569,36821108,Q6_prediction_reporting_validation,pass1_title_metadata,unrelated_clinical_domain
doi:10.1016/j.annemergmed.2023.05.014,Sedative Dose for Rapid Sequence Intubation and Postintubation Hypotension: Is There an Association?,2023,10.1016/j.annemergmed.2023.05.014,37389494,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,insufficient_topic_relevance
doi:10.1002/ejhf.2968,Similarities and distinctions between acetazolamide and sodium-glucose cotransporter 2 inhibitors in patients with acute heart failure: Key insights into ADVOR and EMPULSE.,2023,10.1002/ejhf.2968,37403655,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.3389/fcvm.2023.1018203,Single center experience and early outcomes of Impella 5.5.,2023,10.3389/fcvm.2023.1018203,36926047,Q2_AHF_to_CS,pass1_title_metadata,insufficient_topic_relevance
doi:10.1002/bimj.202200302,Stability of clinical prediction models developed using statistical or machine learning methods.,2023,10.1002/bimj.202200302,37466257,Q6_prediction_reporting_validation,pass1_title_metadata,insufficient_topic_relevance
doi:10.1016/j.intimp.2023.110048,Study on immune status alterations in patients with sepsis.,2023,10.1016/j.intimp.2023.110048,36989895,Q3_HF_sepsis_mixed,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.3174/ajnr.a8000,Systematic Literature Review of Machine Learning Algorithms Using Pretherapy Radiologic Imaging for Glioma Molecular Subtype Prediction.,2023,10.3174/ajnr.a8000,37770204,Q6_prediction_reporting_validation,pass1_title_metadata,generic_prediction_methods_outside_scope
doi:10.1016/j.jclinepi.2023.07.019,Systematic review finds risk of bias and applicability concerns for models predicting central line-associated bloodstream infection.,2023,10.1016/j.jclinepi.2023.07.019,37536503,Q6_prediction_reporting_validation,pass1_title_metadata,generic_prediction_methods_outside_scope
doi:10.1016/j.jclinepi.2022.11.015,Systematic review identifies the design and methodological conduct of studies on machine learning-based prediction models.,2023,10.1016/j.jclinepi.2022.11.015,36436815,Q6_prediction_reporting_validation,pass1_title_metadata,insufficient_topic_relevance
doi:10.1016/j.ajem.2023.03.043,Taming the Tiger: Ultra high dose nitroglycerin in managing sympathetic crashing acute pulmonary edema patient.,2023,10.1016/j.ajem.2023.03.043,37002114,Q1_AHF_WHF_definition,pass1_title_metadata,insufficient_topic_relevance
doi:10.1177/02676591221096223,Technique for circuit exchange in high-risk patients on extracorporeal life support.,2023,10.1177/02676591221096223,35514054,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,insufficient_topic_relevance
doi:10.1016/j.cpcardiol.2022.101441,Time from Admission to Right Heart Catheterization in Cardiogenic Shock Patients.,2023,10.1016/j.cpcardiol.2022.101441,36216201,Q2_AHF_to_CS,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.3760/cma.j.cn121430-20230807-00591,[Time-related association between fluid balance and prognosis in sepsis patients: a cohort study based on MIMIC-IV database].,2023,10.3760/cma.j.cn121430-20230807-00591,37987129,Q8_Chinese_language,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1007/s40119-023-00314-9,Transcatheter Aortic Valve Replacement for Aortic Valve Infective Endocarditis: A Systematic Review and Call for Action.,2023,10.1007/s40119-023-00314-9,37079182,Q2_AHF_to_CS,pass1_title_metadata,adjacent_perioperative_or_procedure_population
doi:10.1016/j.surg.2023.04.058,A Transparent Reporting of a multivariable prediction model for Individual Prognosis Or Diagnosis analysis to evaluate the quality of reporting of postoperative pancreatic fistula prediction models after pancreatoduodenectomy: A systematic review.,2023,10.1016/j.surg.2023.04.058,37296054,Q6_prediction_reporting_validation,pass1_title_metadata,adjacent_perioperative_or_procedure_population
doi:10.1016/j.jchf.2022.11.016,Treatment of Heart Failure Related Cardiogenic Shock,2023,10.1016/j.jchf.2022.11.016,,CR2_CS_early_warning,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.14797/mdcvj.1210,Type A Aortic Dissection with Antegrade Intimointimal Intussusception.,2023,10.14797/mdcvj.1210,37033107,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,insufficient_topic_relevance
doi:10.1101/2023.09.27.23296158,The Use of Electronic Health Record Embedded MRC-ICU as a Metric for Critical Care Pharmacist Workload,2023,10.1101/2023.09.27.23296158,,CR4_dynamic_EHR,pass1_title_metadata,insufficient_topic_relevance
doi:10.1016/j.jpedsurg.2023.01.020,Use of machine learning in pediatric surgical clinical prediction tools: A systematic review.,2023,10.1016/j.jpedsurg.2023.01.020,36804103,Q6_prediction_reporting_validation,pass1_title_metadata,ineligible_population_pediatric_or_pregnancy
doi:10.1177/10760296231218705,Usefulness of the Quick-Sepsis Organ Failure Assessment Score in Cardiovascular Intensive Care Unit to Predict Prognosis in Acute Coronary Syndrome.,2023,10.1177/10760296231218705,38083859,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.2217/fvl-2023-0036,Validation of a risk prediction model for COVID-19: the PERIL prospective cohort study.,2023,10.2217/fvl-2023-0036,37970094,Q6_prediction_reporting_validation,pass1_title_metadata,insufficient_topic_relevance
doi:10.1055/s-0041-1735297,Validity of Pediatric Early Warning Score in Predicting Unplanned Pediatric Intensive Care Unit Readmission,2023,10.1055/s-0041-1735297,,CR3_ICU_HD,pass1_title_metadata,ineligible_population_pediatric_or_pregnancy
doi:10.1002/ehf2.13737,"Acute heart failure and iron deficiency: a prospective, multicentre, observational study.",2022,10.1002/ehf2.13737,34862747,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1007/s11897-022-00576-9,'Acute Heart Failure': Should We Abandon the Term Altogether?,2022,10.1007/s11897-022-00576-9,36166184,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.3748/wjg.v28.i47.6662,Acute liver injury in COVID-19 patients hospitalized in the intensive care unit: Narrative review.,2022,10.3748/wjg.v28.i47.6662,36620339,Q3_HF_sepsis_mixed,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.11817/j.issn.1672-7347.2022.220310,Advances in extracardiac mechanisms for heart failure with preserved ejection fraction.,2022,10.11817/j.issn.1672-7347.2022.220310,36748385,Q8_Chinese_language,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.3760/cma.j.cn112139-20211230-00627,[Analysis of prognosis factors of postoperative cardiac complications in colorectal cancer patients with comorbid coronary artery disease].,2022,10.3760/cma.j.cn112139-20211230-00627,35790527,Q8_Chinese_language,pass1_title_metadata,unrelated_clinical_domain
doi:10.3390/medicina58121783,Anticoagulation Management during Extracorporeal Membrane Oxygenation-A Mini-Review.,2022,10.3390/medicina58121783,36556985,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,insufficient_topic_relevance
doi:10.1155/2022/1288535,Antithrombotic Therapy Improves ICU Mortality of Septic Patients with Peripheral Vascular Disease.,2022,10.1155/2022/1288535,35685503,Q3_HF_sepsis_mixed,pass1_title_metadata,mortality_only_without_early_deterioration_focus
doi:10.2147/clep.s372340,Applicability of Vasopressor Trials in Adult Critical Care: A Prospective Multicentre Meta-Epidemiologic Cohort Study.,2022,10.2147/clep.s372340,36204153,Q5_dynamic_EHR_landmark_leakage,pass1_title_metadata,insufficient_topic_relevance
